Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Revenue,Transaction_ID_clean,Original_Tx_ID_clean,Status,Refund_Amount,is_returned,issue_category,Subject
100603,2023-12-04,C0002,Electronics,Laptop X,1771.94,1,Paid,1771.94,100603.0,,,,0,General/Other,Can't connect the app
101189,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,101189.0,,,,0,Battery Issue,Battery dies in 2 days
101189,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,101189.0,,,,0,Delivery Issue,Tracking shows no updates
101189,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,101189.0,,,,0,Battery Issue,Battery dies in 2 days
100563,2023-12-03,C0008,Electronics ,Smartphone Z,855.14,1,Paid,855.14,100563.0,100563.0,Processed,855.14,1,General/Other,Refund for my purchase
100563,2023-12-03,C0008,Electronics ,Smartphone Z,855.14,1,Paid,855.14,100563.0,100563.0,Processed,855.14,1,Battery Issue,Battery dies in 2 days
100563,2023-12-03,C0008,Electronics ,Smartphone Z,855.14,1,Paid,855.14,100563.0,100563.0,Processed,855.14,1,General/Other,Can't connect the app
100563,2023-12-03,C0008,Electronics ,Smartphone Z,855.14,1,Paid,855.14,100563.0,100563.0,Processed,855.14,1,General/Other,Battery problem with my lock
100563,2023-12-03,C0008,Electronics ,Smartphone Z,855.14,1,Paid,855.14,100563.0,100563.0,Processed,855.14,1,General/Other,NordLock Pro battery drains fast
100366,2023-11-28,C0004, Electronics ,Smartphone Z,1024.64,1,Paid,1024.64,100366.0,,,,0,General/Other,NordLock Pro pairing issue
100366,2023-11-28,C0004, Electronics ,Smartphone Z,1024.64,1,Paid,1024.64,100366.0,,,,0,General/Other,Can't open the door
100366,2023-11-28,C0004, Electronics ,Smartphone Z,1024.64,1,Paid,1024.64,100366.0,,,,0,Delivery Issue,Delivery delay
100366,2023-11-28,C0004, Electronics ,Smartphone Z,1024.64,1,Paid,1024.64,100366.0,,,,0,Physical/Technical Defect,Return request
100366,2023-11-28,C0004, Electronics ,Smartphone Z,1024.64,1,Paid,1024.64,100366.0,,,,0,Battery Issue,Battery problem with my lock
100996,2023-12-12,C0003,Smart Home,NordLock Pro,222.61,1,Paid,222.61,100996.0,,,,0,General/Other,NordLock Pro battery drains fast
100996,2023-12-12,C0003,Smart Home,NordLock Pro,222.61,1,Paid,222.61,100996.0,,,,0,Physical/Technical Defect,Not working as expected
100996,2023-12-12,C0003,Smart Home,NordLock Pro,222.61,1,Paid,222.61,100996.0,,,,0,General/Other,Locked out of my home
100043,,C0002,Electronics ,TV Pro,,1,Paid,,100043.0,,,,0,Delivery Issue,Delivery delay
100043,,C0002,Electronics ,TV Pro,,1,Paid,,100043.0,,,,0,General/Other,Can't connect the app
100725,2023-12-06,C0003, Accessories,Laptop Sleeve,27.13,2,Paid,54.26,100725.0,,,,0,General/Other,NordLock Pro battery drains fast
100725,2023-12-06,C0003, Accessories,Laptop Sleeve,27.13,2,Paid,54.26,100725.0,,,,0,Physical/Technical Defect,Not working as expected
100725,2023-12-06,C0003, Accessories,Laptop Sleeve,27.13,2,Paid,54.26,100725.0,,,,0,General/Other,Locked out of my home
100456,2023-11-30,C0001, Smart Home ,NordTherm,105.45,1,Paid,105.45,100456.0,,,,0,Battery Issue,Battery dies in 2 days
100456,2023-11-30,C0001, Smart Home ,NordTherm,105.45,1,Paid,105.45,100456.0,,,,0,Delivery Issue,Tracking shows no updates
100456,2023-11-30,C0001, Smart Home ,NordTherm,105.45,1,Paid,105.45,100456.0,,,,0,Battery Issue,Battery dies in 2 days
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,Delivery Issue,Where is my order?
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,General/Other,Very disappointed
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,General/Other,Can't connect the app
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,Physical/Technical Defect,I want a refund
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,Delivery Issue,Tracking shows no updates
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,Delivery Issue,Tracking shows no updates
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,290.46,1,Paid,290.46,100537.0,,,,0,General/Other,NordLock Pro battery drains fast
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,General/Other,NordLock Pro pairing issue
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,General/Other,Can't open the door
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,Delivery Issue,Delivery delay
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,General/Other,NordLock Pro pairing issue
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,General/Other,NordLock Pro pairing issue
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,Delivery Issue,Tracking shows no updates
101176,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,34.84,101176.0,,,,0,Delivery Issue,Tracking shows no updates
101058,2023-12-13,C0001,Electronics,Laptop X,1504.82,1,Paid,1504.82,101058.0,,,,0,Battery Issue,Battery dies in 2 days
101058,2023-12-13,C0001,Electronics,Laptop X,1504.82,1,Paid,1504.82,101058.0,,,,0,Delivery Issue,Tracking shows no updates
101058,2023-12-13,C0001,Electronics,Laptop X,1504.82,1,Paid,1504.82,101058.0,,,,0,Battery Issue,Battery dies in 2 days
100032,2023-11-16,C0094,Electronics,Laptop X,,1,Paid,,100032.0,,,,0,,
100455,2023-11-30,C0117, Smart Home ,NordLock Pro,205.04,2,Paid,410.08,100455.0,,,,0,General/Other,Battery problem with my lock
100455,2023-11-30,C0117, Smart Home ,NordLock Pro,205.04,2,Paid,410.08,100455.0,,,,0,General/Other,NordLock Pro battery drains fast
100455,2023-11-30,C0117, Smart Home ,NordLock Pro,205.04,2,Paid,410.08,100455.0,,,,0,General/Other,App cannot connect to WiFi
100455,2023-11-30,C0117, Smart Home ,NordLock Pro,205.04,2,Paid,410.08,100455.0,,,,0,Battery Issue,Battery problem with my lock
100354,2023-11-28,C0002, Smart Home ,NordLock Pro,201.09,1,Paid,201.09,100354.0,,,,0,Delivery Issue,Delivery delay
100354,2023-11-28,C0002, Smart Home ,NordLock Pro,201.09,1,Paid,201.09,100354.0,,,,0,General/Other,Can't connect the app
101181,,C0006,Accessories,Accessory Bundle,27.11,1,Paid,27.11,101181.0,,,,0,Physical/Technical Defect,Very disappointed
101181,,C0006,Accessories,Accessory Bundle,27.11,1,Paid,27.11,101181.0,,,,0,Physical/Technical Defect,Return request
101181,,C0006,Accessories,Accessory Bundle,27.11,1,Paid,27.11,101181.0,,,,0,General/Other,NordLock Pro pairing issue
101181,,C0006,Accessories,Accessory Bundle,27.11,1,Paid,27.11,101181.0,,,,0,Delivery Issue,Where is my order?
100062,,C0001, Smart Home ,NordLock Pro,221.97,1,Paid,221.97,100062.0,,,,0,Battery Issue,Battery dies in 2 days
100062,,C0001, Smart Home ,NordLock Pro,221.97,1,Paid,221.97,100062.0,,,,0,Delivery Issue,Tracking shows no updates
100062,,C0001, Smart Home ,NordLock Pro,221.97,1,Paid,221.97,100062.0,,,,0,Battery Issue,Battery dies in 2 days
100858,,C0001,Electronics,TV Pro,1060.25,1,Failed,1060.25,100858.0,,,,0,Battery Issue,Battery dies in 2 days
100858,,C0001,Electronics,TV Pro,1060.25,1,Failed,1060.25,100858.0,,,,0,Delivery Issue,Tracking shows no updates
100858,,C0001,Electronics,TV Pro,1060.25,1,Failed,1060.25,100858.0,,,,0,Battery Issue,Battery dies in 2 days
101049,2023-12-13,C0001, Electronics ,NoiseCancel Headphones,288.0,1,Paid,288.0,101049.0,,,,0,Battery Issue,Battery dies in 2 days
101049,2023-12-13,C0001, Electronics ,NoiseCancel Headphones,288.0,1,Paid,288.0,101049.0,,,,0,Delivery Issue,Tracking shows no updates
101049,2023-12-13,C0001, Electronics ,NoiseCancel Headphones,288.0,1,Paid,288.0,101049.0,,,,0,Battery Issue,Battery dies in 2 days
100686,2023-12-05,C0059,Electronics,Tablet A,753.9,1,Paid,753.9,100686.0,,,,0,Battery Issue,NordLock Pro battery drains fast
100686,2023-12-05,C0059,Electronics,Tablet A,753.9,1,Paid,753.9,100686.0,,,,0,General/Other,Battery problem with my lock
100233,,C0278,Electronics,TV Pro,1041.16,1,Paid,1041.16,100233.0,,,,0,,
100094,2023-11-18,C0076, Accessories ,Charger,28.32,3,Paid,84.96000000000001,100094.0,,,,0,General/Other,NordLock Pro pairing issue
100094,2023-11-18,C0076, Accessories ,Charger,28.32,3,Paid,84.96000000000001,100094.0,,,,0,Physical/Technical Defect,Return request
100215,,C0063,Electronics,Smartphone Z,1077.99,1,Paid,1077.99,100215.0,,,,0,,
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,1601.36,100310.0,,,,0,Delivery Issue,Delivery delay
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,1601.36,100310.0,,,,0,General/Other,Can't connect the app
100202,2023-11-23,C0002, Smart Home ,NordLock Pro,,1,Pending,,100202.0,,,,0,Delivery Issue,Delivery delay
100202,2023-11-23,C0002, Smart Home ,NordLock Pro,,1,Pending,,100202.0,,,,0,General/Other,Can't connect the app
100290,2023-11-25,C0002, Accessories ,Phone Case,12.32,1,Paid,12.32,100290.0,,,,0,Delivery Issue,Delivery delay
100290,2023-11-25,C0002, Accessories ,Phone Case,12.32,1,Paid,12.32,100290.0,,,,0,General/Other,Can't connect the app
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,672.16,100737.0,,,,0,Delivery Issue,Where is my order?
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,672.16,100737.0,,,,0,General/Other,Battery dies in 2 days
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,672.16,100737.0,,,,0,Battery Issue,Battery dies in 2 days
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,672.16,100737.0,,,,0,Battery Issue,NordLock Pro battery drains fast
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,727.66,100318.0,,,,0,General/Other,Return request
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,727.66,100318.0,,,,0,General/Other,Locked out of my home
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,727.66,100318.0,,,,0,Physical/Technical Defect,Not working as expected
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,727.66,100318.0,,,,0,General/Other,Battery dies in 2 days
101141,,C0038, Accessories ,Accessory Bundle,55.24,3,Paid,165.72,101141.0,,,,0,General/Other,App cannot connect to WiFi
100891,2023-12-09,C0008,Smart Home,NordLock Pro,212.31,2,Paid,424.62,100891.0,,,,0,General/Other,Refund for my purchase
100891,2023-12-09,C0008,Smart Home,NordLock Pro,212.31,2,Paid,424.62,100891.0,,,,0,Battery Issue,Battery dies in 2 days
100891,2023-12-09,C0008,Smart Home,NordLock Pro,212.31,2,Paid,424.62,100891.0,,,,0,General/Other,Can't connect the app
100891,2023-12-09,C0008,Smart Home,NordLock Pro,212.31,2,Paid,424.62,100891.0,,,,0,General/Other,Battery problem with my lock
100891,2023-12-09,C0008,Smart Home,NordLock Pro,212.31,2,Paid,424.62,100891.0,,,,0,General/Other,NordLock Pro battery drains fast
101188,2023-12-10,C0062, Accessories ,Wireless Mouse,32.09,1,Paid,32.09,101188.0,,,,0,General/Other,NordLock Pro pairing issue
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,166.52,1,Paid,166.52,100096.0,,,,0,Battery Issue,Battery dies in 2 days
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,166.52,1,Paid,166.52,100096.0,,,,0,Delivery Issue,Tracking shows no updates
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,166.52,1,Paid,166.52,100096.0,,,,0,Battery Issue,Battery dies in 2 days
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.5,1,Paid,231.5,100880.0,,,,0,Battery Issue,Battery dies in 2 days
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.5,1,Paid,231.5,100880.0,,,,0,Delivery Issue,Tracking shows no updates
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.5,1,Paid,231.5,100880.0,,,,0,Battery Issue,Battery dies in 2 days
100070,2023-11-17,C0124,Accessories,Accessory Bundle,86.79,1,Paid,86.79,100070.0,,,,0,General/Other,Return request
100797,,C0097,Electronics,Tablet A,583.65,1,Paid,583.65,100797.0,,,,0,Delivery Issue,Tracking shows no updates
100797,,C0097,Electronics,Tablet A,583.65,1,Paid,583.65,100797.0,,,,0,Physical/Technical Defect,Product defective
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,200.26,100721.0,,,,0,Battery Issue,Battery problem with my lock
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,200.26,100721.0,,,,0,Physical/Technical Defect,Product defective
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,200.26,100721.0,,,,0,Battery Issue,Battery dies in 2 days
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,200.26,100721.0,,,,0,General/Other,Can't open the door
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,200.26,100721.0,,,,0,General/Other,Can't connect the app
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,200.26,100721.0,,,,0,General/Other,Return request
100796,2023-12-07,C0145,Accessories,Wireless Mouse,43.57,1,Paid,43.57,100796.0,,,,0,Delivery Issue,Tracking shows no updates
100796,2023-12-07,C0145,Accessories,Wireless Mouse,43.57,1,Paid,43.57,100796.0,,,,0,General/Other,Not working as expected
100796,2023-12-07,C0145,Accessories,Wireless Mouse,43.57,1,Paid,43.57,100796.0,,,,0,Delivery Issue,Tracking shows no updates
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,Battery Issue,Battery dies in 2 days
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,Delivery Issue,Tracking shows no updates
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,General/Other,Very disappointed
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,Physical/Technical Defect,Return request
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,General/Other,App cannot connect to WiFi
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,General/Other,NordLock Pro won't unlock
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,297.95,100353.0,,,,0,Physical/Technical Defect,Return request
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,Delivery Issue,Where is my order?
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,Delivery Issue,Delivery delay
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,Delivery Issue,Where is my order?
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,Delivery Issue,Tracking shows no updates
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,Battery Issue,NordLock Pro battery drains fast
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,General/Other,NordLock Pro won't unlock
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,1343.0,100352.0,,,,0,General/Other,NordLock Pro won't unlock
100551,,C0200,Electronics,Tablet A,445.23,1,Paid,445.23,100551.0,,,,0,Physical/Technical Defect,Return request
100551,,C0200,Electronics,Tablet A,445.23,1,Paid,445.23,100551.0,,,,0,Delivery Issue,Delivery delay
100551,,C0200,Electronics,Tablet A,445.23,1,Paid,445.23,100551.0,,,,0,Physical/Technical Defect,I want a refund
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,General/Other,NordLock Pro pairing issue
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,General/Other,Can't open the door
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,Delivery Issue,Delivery delay
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,General/Other,NordLock Pro pairing issue
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,General/Other,NordLock Pro pairing issue
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,Delivery Issue,Tracking shows no updates
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,100404.0,,,,0,Delivery Issue,Tracking shows no updates
100715,,C0002,Electronics,NoiseCancel Headphones,330.75,1,Paid,330.75,100715.0,,,,0,Delivery Issue,Delivery delay
100715,,C0002,Electronics,NoiseCancel Headphones,330.75,1,Paid,330.75,100715.0,,,,0,General/Other,Can't connect the app
100170,2023-11-22,C0199,Electronics,TV Pro,,1,Failed,,100170.0,,,,0,General/Other,Can't connect the app
100170,2023-11-22,C0199,Electronics,TV Pro,,1,Failed,,100170.0,,,,0,Battery Issue,Battery problem with my lock
100170,2023-11-22,C0199,Electronics,TV Pro,,1,Failed,,100170.0,,,,0,General/Other,NordLock Pro battery drains fast
100170,2023-11-22,C0199,Electronics,TV Pro,,1,Failed,,100170.0,,,,0,Delivery Issue,Delivery delay
100170,2023-11-22,C0199,Electronics,TV Pro,,1,Failed,,100170.0,,,,0,Battery Issue,Battery dies in 2 days
100431,,C0310,Smart Home,NordLock Pro,193.31,1,Paid,193.31,100431.0,,,,0,,
100608,2023-12-04,C0024,Smart Home,NordTherm,81.21,1,Paid,81.21,100608.0,,,,0,General/Other,Very disappointed
100608,2023-12-04,C0024,Smart Home,NordTherm,81.21,1,Paid,81.21,100608.0,,,,0,General/Other,Very disappointed
100648,2023-12-05,C0024,Electronics ,Smartphone Z,834.38,1,Paid,834.38,100648.0,,,,0,General/Other,Very disappointed
100648,2023-12-05,C0024,Electronics ,Smartphone Z,834.38,1,Paid,834.38,100648.0,,,,0,General/Other,Very disappointed
100623,,C0002,Accessories,Laptop Sleeve,43.96,2,Paid,87.92,100623.0,,,,0,Delivery Issue,Delivery delay
100623,,C0002,Accessories,Laptop Sleeve,43.96,2,Paid,87.92,100623.0,,,,0,General/Other,Can't connect the app
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,601.4,100341.0,,,,0,Physical/Technical Defect,Very disappointed
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,601.4,100341.0,,,,0,Physical/Technical Defect,Return request
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,601.4,100341.0,,,,0,General/Other,NordLock Pro pairing issue
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,601.4,100341.0,,,,0,Delivery Issue,Where is my order?
100742,2023-12-07,C0001, Accessories ,USB-C Cable,10.69,4,Paid,42.76,100742.0,,,,0,Battery Issue,Battery dies in 2 days
100742,2023-12-07,C0001, Accessories ,USB-C Cable,10.69,4,Paid,42.76,100742.0,,,,0,Delivery Issue,Tracking shows no updates
100742,2023-12-07,C0001, Accessories ,USB-C Cable,10.69,4,Paid,42.76,100742.0,,,,0,Battery Issue,Battery dies in 2 days
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,863.18,100873.0,,,,0,General/Other,NordLock Pro pairing issue
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,863.18,100873.0,,,,0,General/Other,Can't open the door
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,863.18,100873.0,,,,0,Delivery Issue,Delivery delay
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,863.18,100873.0,,,,0,Physical/Technical Defect,Return request
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,863.18,100873.0,,,,0,Battery Issue,Battery problem with my lock
100078,,C0007,Electronics,Tablet A,527.12,1,Paid,527.12,100078.0,,,,0,,
101143,2023-12-10,C0001,Electronics ,TV Pro,970.6,1,Paid,970.6,101143.0,,,,0,Battery Issue,Battery dies in 2 days
101143,2023-12-10,C0001,Electronics ,TV Pro,970.6,1,Paid,970.6,101143.0,,,,0,Delivery Issue,Tracking shows no updates
101143,2023-12-10,C0001,Electronics ,TV Pro,970.6,1,Paid,970.6,101143.0,,,,0,Battery Issue,Battery dies in 2 days
100910,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,181.92,100910.0,,,,0,Physical/Technical Defect,Very disappointed
100910,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,181.92,100910.0,,,,0,Physical/Technical Defect,Return request
100910,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,181.92,100910.0,,,,0,General/Other,NordLock Pro pairing issue
100910,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,181.92,100910.0,,,,0,Delivery Issue,Where is my order?
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,187.29,100432.0,,,,0,Physical/Technical Defect,Very disappointed
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,187.29,100432.0,,,,0,Physical/Technical Defect,Return request
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,187.29,100432.0,,,,0,General/Other,NordLock Pro pairing issue
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,187.29,100432.0,,,,0,Delivery Issue,Where is my order?
100272,,C0003, Electronics ,TV Pro,1118.62,1,Paid,1118.62,100272.0,,,,0,General/Other,NordLock Pro battery drains fast
100272,,C0003, Electronics ,TV Pro,1118.62,1,Paid,1118.62,100272.0,,,,0,Physical/Technical Defect,Not working as expected
100272,,C0003, Electronics ,TV Pro,1118.62,1,Paid,1118.62,100272.0,,,,0,General/Other,Locked out of my home
100081,,C0091,Electronics,Tablet A,372.51,1,Paid,372.51,100081.0,,,,0,,
100280,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,39.36,100280.0,,,,0,Delivery Issue,Delivery delay
100280,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,39.36,100280.0,,,,0,General/Other,Can't connect the app
100837,,C0006,Electronics,Tablet A,702.29,1,Paid,702.29,100837.0,,,,0,Physical/Technical Defect,Very disappointed
100837,,C0006,Electronics,Tablet A,702.29,1,Paid,702.29,100837.0,,,,0,Physical/Technical Defect,Return request
100837,,C0006,Electronics,Tablet A,702.29,1,Paid,702.29,100837.0,,,,0,General/Other,NordLock Pro pairing issue
100837,,C0006,Electronics,Tablet A,702.29,1,Paid,702.29,100837.0,,,,0,Delivery Issue,Where is my order?
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,100506.0,,,,0,General/Other,Refund for my purchase
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,100506.0,,,,0,Physical/Technical Defect,Product defective
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,100506.0,,,,0,General/Other,Battery dies in 2 days
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,100506.0,,,,0,General/Other,Locked out of my home
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,100506.0,,,,0,Delivery Issue,Where is my order?
100364,2023-11-28,C0003,Electronics,TV Pro,,1,Paid,,100364.0,,,,0,General/Other,NordLock Pro battery drains fast
100364,2023-11-28,C0003,Electronics,TV Pro,,1,Paid,,100364.0,,,,0,Physical/Technical Defect,Not working as expected
100364,2023-11-28,C0003,Electronics,TV Pro,,1,Paid,,100364.0,,,,0,General/Other,Locked out of my home
101173,2023-12-07,C0002,Electronics ,Tablet A,,1,Paid,,101173.0,,,,0,Delivery Issue,Delivery delay
101173,2023-12-07,C0002,Electronics ,Tablet A,,1,Paid,,101173.0,,,,0,General/Other,Can't connect the app
